value	comparedValue	type	id	title	uri
120253	106939	20	94a29d5f-32c6-49de-82e9-b83778b27432	Contacting Wix by Phone	/article/contacting-wix-by-phone-3491545
48067	37983	20	8ec212e3-114d-4b8c-9e1e-ec5634b20cb8	Adding HTML Code	/article/adding-html-code
839	718	30
0	0	22
10888	6194	20	093d060d-02a1-40cd-8ba4-46168f2e3e3e	Unable to Access Your Live Site	/article/unable-to-access-your-live-site
839	147	30
0	0	22
5617	4816	20	12531907-d8fd-4468-89bb-ee8f04754a16	Cancelling a Wix Domain	/article/cancelling-a-wix-domain
815	734	30
0	0	22
3059	3823	20	e6db14fb-2433-4bc2-a9f4-3338da87e265	Editor Issues	/article/editor-issues
779	354	30
0	0	22
109760	95869	20	c61857c1-9b9f-48f8-ae8b-c46c74427ec8	Publishing Your Site	/article/publishing-your-site-6980885
776	577	30
0	0	22
8151	9285	20	84590ba1-1da3-4b8a-919d-59f8ecce045e	Assigning a Domain to Your Wix Site	/article/assigning-a-domain-to-your-wix-site
752	691	30
0	0	22
45624	47610	20	76c19983-c7ea-4202-bb31-60250fdd9d65	Purchasing a Domain from Wix	/article/purchasing-a-domain-from-wix-3133977
745	573	30
0	0	22
1844	1783	20	1bf74270-add1-41ea-93c0-dc7ebf8b6b4a	Wix Site and Content Ownership	/article/wix-site-and-content-ownership
745	599	30
0	0	22
19083	49379	20	50ec87fa-a4b9-41f9-ba03-0c5b67a1a02e	Calling Wix Support	/article/calling-wix-support
744	486	30
0	0	22
1	3	20	e6d9bd64-4991-473c-9d63-e8b156c3c7d9	(Internal) Account Access: Free Account Access	/article/internal-account-access-free-account-access
744	23	30
0	0	22
45354	32141	20	8d62a3cd-3a66-4a94-a97c-22c4d7e44524	Transferring Site Ownership to Another Wix Account	/article/transferring-site-ownership-to-another-wix-account
699	562	30
0	0	22
90	3	20	2fe9a9d3-6930-4b20-9617-685a97c10ac2	(Internal) Clear Cookies/ Cache- [Editor]	/article/internal-clear-cookies-cache-editor
696	4	30
0	0	22
12020	12585	20	dcb11e46-a500-4379-b62d-7613ed540f97	Assigning Your Domain to a Different Site in Your Account	/article/assigning-your-domain-to-a-different-site-in-your-account
678	563	30
0	0	22
2989	3077	20	fed5bcfe-9730-407a-98ae-5991cabd0e37	Saving Issues	/article/saving-issues-9676927
673	285	30
0	0	22
11968	12842	20	6c891538-c583-45dd-a3bb-fe0f70981a43	Adding or Updating MX Records in Your Wix Account	/article/adding-or-updating-mx-records-in-your-wix-account
663	438	30
0	0	22
2474	2008	20	04639f13-0789-4fd0-912c-dbaf414babd6	Refund Policy for Wix Domains	/article/refund-policy-for-wix-domains
663	487	30
0	0	22
6956	9489	20	2537a281-dd4c-4f44-bb3e-a9cb9441ec84	Unable to Sign In to Your Wix Account: Can't Access Email Account	/article/unable-to-sign-in-to-your-wix-account-cant-access-email-account
660	781	30
0	0	22
8602	7019	20	4494214f-4a87-4c36-8a27-bf073947a901	Updating the Payment Details of Your Wix Account	/article/updating-the-payment-details-of-your-wix-account
627	590	30
0	0	22
38808	33520	20	58c60d11-989e-4f4f-aa75-d38401f04920	Deleting Your Wix Account	/article/deleting-your-wix-account
618	439	30
0	0	22
935	988	20	40dc0ecd-bb8f-4a36-b7ff-8e8ec2b3fdf1	Cancelling Your Premium Plan and Domain	/article/cancelling-your-premium-plan-and-domain
600	448	30
0	0	22
92985	82492	20	0bdfcec6-a05e-4604-be55-cacd7e912259	Contacting Wix Support	/article/contacting-wix-support
598	728	30
0	0	22
4122	4633	20	f1dbd56c-e0c2-4501-85c0-39a443873fa3	Cancelling a G Suite Mailbox	/article/cancelling-a-g-suite-mailbox
597	606	30
0	0	22
8438	8078	20	9980685e-39b7-404a-9a0e-c93507c41350	Connecting a Wix Domain to an External Site	/article/connecting-a-wix-domain-to-an-external-site
593	497	30
0	0	22
14555	14691	20	b7921ab8-85a7-40f6-81a2-603257881601	Connecting Multiple Domains to One Wix Site	/article/connecting-multiple-domains-to-one-wix-site
564	492	30
0	0	22
5894	6371	20	bac96145-7294-4ad0-8734-7aca65338bda	Purchasing a Domain vs. Purchasing a Premium Plan	/article/purchasing-a-domain-vs-purchasing-a-premium-plan
553	331	30
0	0	22
27574	26873	20	00589c7e-9688-493b-9847-f5ed434f5fd6	DNS Records Needed to Connect Your Domain to Wix	/article/dns-records-needed-to-connect-your-domain-to-wix
540	574	30
0	0	22
17457	17104	20	dedde78e-5a24-46b8-831d-78df6ddfa1ab	Understanding Site Loading Time	/article/understanding-site-loading-time
516	446	30
0	0	22
6369	726	20	0cd4c6d8-40ed-4207-91e8-0147292bf85b	Changing to a Lower Level Premium Plan	/article/changing-to-a-lower-level-premium-plan
514	237	30
0	0	22
